Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 34.00,   25478528, 0,0.00,30.877, 30.924, 30.917, 30.887,27,  -, -, 0.00%,  0.00%,  0.00%, 0.40%,  1.34%,  6.98%, 0.52%,  0.82%, 10.03%, 1.37%,  1.32%, 30.09%,47.12%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 254430.05, 117742.81, 0.00, 20169317.75 , 0, 255, 66.06, 0, 255, 69.44, 0, 255, 64.48, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.86%, 0.00%,0.00%, 4.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 47056.1, 112.1, 325176.0, 307004.6, 0.0, 0.0, 371720.9, 1.000, 0
1, i-SLICE,    1, 34.00,   31734536, 1,1.02,31.680, 31.903, 31.799, 31.723,27,  -, -, 0.00%,  0.00%,  0.00%, 0.03%,  0.11%,  0.61%, 0.10%,  0.20%,  1.76%, 2.23%,  2.38%, 29.38%,63.20%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 223201.06, 100658.91, 0.00, 23171186.65 , 0, 255, 67.50, 0, 255, 86.92, 0, 255, 82.58, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 90.48%, 0.00%,0.00%, 9.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 13471.9, 5.3, 343542.4, 320286.5, 0.0, 0.0, 727240.7, 1.000, 0
2, P-SLICE,    2, 37.00,   18654880, 0,1.01,25.728, 27.326, 27.370, 26.133,27, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.03%,  0.20%,  0.55%, 0.26%,  1.00%,  5.54%, 0.94%,  2.39%, 21.34%, 0.00%,  0.00%,  0.19%,  5.29%, 61.87%,  0.00%,  0.00%,  0.00%,  0.19%,  0.00%,  0.00%,  0.00%,  0.21%, 767999.86, 262441.43, 0.00, 10029891.95 , 0, 255, 66.11, 0, 255, 69.63, 0, 255, 64.54, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.36%, 0.00%,0.00%, 0.12%, 19.52%, 0.00%, 0.00%, 0.00%, 0.00%, 54.95%, 0.01%,0.00%, 7.18%, 37.86%, 0.00%, 0.00%, 0.00%, 0.00%, 28.37%, 0.46%,0.00%, 25.60%, 45.58%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 182648.5, 705.8, 1747323.7, 1700871.7, 0.0, 0.0, 2656720.5, 1.000, 0
3, P-SLICE,    7, 37.00,   26863160, 0,1.03,25.457, 28.218, 28.094, 26.132,23, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.08%,  0.53%,  0.87%, 0.17%,  0.72%,  3.10%, 3.14%,  7.28%, 54.26%, 0.00%,  0.00%,  0.13%,  1.05%, 28.64%,  0.00%,  0.00%,  0.00%,  0.01%,  0.00%,  0.00%,  0.00%,  0.00%, 876795.50, 239094.24, 0.00, 20701435.34 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.76%, 0.00%,0.00%, 1.93%, 6.32%, 0.00%, 0.00%, 0.00%, 0.00%, 75.27%, 0.00%,0.00%, 12.62%, 12.11%, 0.00%, 0.00%, 0.00%, 0.00%, 69.30%, 0.01%,0.00%, 15.55%, 15.14%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11528.1, 647.4, 2991877.2, 2915990.2, 0.0, 0.0, 5657008.2, 1.000, 0
4, B-SLICE,    5, 38.00,     439144, 0,1.03,25.435, 28.995, 28.906, 26.314,26, 2 1 0 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%, 19.55%, 17.31%, 10.91%,  0.00%,  0.05%,  0.53%,  1.14%,  0.05%,  5.68%, 19.68%, 25.07%, 815595.32, 202134.10, 0.00, 890414.64 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 66.67%,0.00%, 0.00%, 33.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 22.67%,0.00%, 0.00%, 77.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.32%,0.00%, 4.76%, 42.91%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.60%,0.00%, 10.22%, 19.18%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 528.7, 13.3, 1747577.4, 1705152.0, 0.0, 0.0, 7408604.8, 1.000, 0
5, b-SLICE,    3, 39.00,   23768360, 0,1.02,23.230, 26.824, 26.789, 24.124,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.96%,  4.79%, 94.20%,  0.00%,  0.00%,  0.00%,  0.03%,  0.00%,  0.00%,  0.00%,  0.03%, 1406070.27, 341481.47, 0.00, 14305684.53 , 0, 255, 68.02, 0, 255, 86.87, 0, 255, 81.47, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 45.58%, 54.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 55.84%, 44.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.06%,0.00%, 58.16%, 41.77%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 293.6, 18.3, 4802357.2, 4691460.5, 0.0, 0.0, 12214629.2, 1.000, 0
6, b-SLICE,    4, 39.00,   18909456, 0,1.01,22.799, 26.341, 26.322, 23.682,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.08%,  5.33%, 12.49%, 82.07%,  0.00%,  0.00%,  0.00%,  0.01%,  0.00%,  0.00%,  0.00%,  0.02%, 1500565.12, 349465.67, 0.00, 10951017.76 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 2.08%, 97.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 18.62%, 81.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 39.49%, 60.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.04%,0.00%, 46.77%, 53.19%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 8.5, 4.7, 4309519.5, 4212938.0, 0.0, 0.0, 16525036.5, 1.000, 0
7, b-SLICE,    6, 39.00,   19418224, 0,1.01,22.670, 26.354, 26.338, 23.589,28, 5 2 1 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.15%, 11.72%, 15.29%, 72.82%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.02%, 1554475.47, 349755.76, 0.00, 12883395.82 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 3.51%, 96.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 17.38%, 82.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 37.54%, 62.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.02%,0.00%, 44.03%, 55.95%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.7, 3.5, 4364483.4, 4270639.3, 0.0, 0.0, 20889618.5, 1.000, 0
8, P-SLICE,   10, 37.00,   19691720, 0,1.01,25.630, 27.583, 27.717, 26.135,25, 7 5 2 , -, 0.00%,  0.00%,  0.00%, 0.22%,  1.93%,  6.99%, 0.96%,  4.71%, 27.02%, 1.85%,  4.34%, 44.77%, 0.00%,  0.00%,  0.00%,  0.23%,  6.97%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 799483.24, 242666.70, 0.00, 17329644.66 , 0, 255, 65.98, 0, 255, 69.23, 0, 255, 63.56, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.97%, 0.00%,0.00%, 0.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.45%, 0.00%,0.00%, 2.41%, 0.14%, 0.00%, 0.00%, 0.00%, 0.00%, 87.97%, 0.00%,0.00%, 8.39%, 3.64%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 48558.9, 654.4, 2490789.4, 2427800.2, 0.0, 0.0, 23425010.6, 1.000, 0
9, B-SLICE,    9, 38.00,   25880832, 0,1.02,24.045, 26.944, 26.914, 24.766,27, 7 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.03%,  3.57%,  8.91%, 87.49%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.01%, 1197685.16, 336851.29, 0.00, 17205097.60 , 0, 255, 68.75, 0, 255, 86.78, 0, 255, 80.32, 0.00%, 0.00%,0.00%, 13.64%, 86.36%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 32.99%, 67.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 43.59%, 56.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.01%,0.00%, 50.22%, 49.77%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 4.4, 3.1, 4484623.4, 4367484.7, 0.0, 0.0, 27912573.8, 1.000, 0
